Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG,Date
1,15.2,20,12,,66,0,,13.1,20.6,, , , , ,2016-4
2,12.6,16,9,,72,0,9.8,22.4,38.9,, , , , ,2016-4
3,12.7,18,8.6,,44,0,,17.4,25.9,35.2, , , , ,2016-4
4,,,,,,,,,,, , , , ,2016-4
5,,,,,,,,,,, , , , ,2016-4
6,,,,,,,,,,, , , , ,2016-4
7,18.4,26,11.3,,41,0,,9.4,18.3,, , , , ,2016-4
8,19.1,26,13.7,,51,0,,10.9,24.1,, , , , ,2016-4
9,19.4,24,14.4,,53,0,10,9.8,18.3,, , , , ,2016-4
10,,,,,,,,,,,, ,, ,2016-4
11,,,,,,,,,,,, ,, ,2016-4
12,,,,,,,,,,, , , , ,2016-4
13,15.3,19,11,,77,0.51,6.1,9.1,18.3,, , , ,,2016-4
14,18.5,23,14,,60,0,,12.2,20.6,, , , , ,2016-4
15,18,21,15.7,,59,0,10,14.4,25.9,, , , , ,2016-4
16,,,,,,,,,,, , , , ,2016-4
17,,,,,,,,,,, , , , ,2016-4
18,,,,,,,,,,, , , , ,2016-4
19,21,25,16,,53,0,,9.4,18.3,, , , , ,2016-4
20,17.9,26,10,,59,0.76,10,22.6,46.5,64.8,, , , ,2016-4
21,13.6,17,10.2,,46,0.51,10,17,25.9,,, , , ,2016-4
22,,,,,,,,,,, , , , ,2016-4
23,,,,,,,,,,, , , , ,2016-4
24,,,,,,,,,,,, ,, ,2016-4
25,16.3,19.4,13.6,,73,0.76,9.8,15.9,27.8,,, , , ,2016-4
26,13.5,19.1,9,,72,0.51,10,18.3,33.5,53.5,, ,, ,2016-4
27,13.8,17,8.7,,60,0.25,10,8.9,14.8,, , , , ,2016-4
28,,,,,,,,,,, , , , ,2016-4
29,,,,,,,,,,, , , , ,2016-4
30,,,,,,,,,,, , , , ,2016-4
